id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
tm935309,Skylines,MOVIE,2020,R,113,scifi; action,FR; LT; GB,,tt9387250,4.7,7971
tm428557,The Laundromat,MOVIE,2019,R,96,drama; comedy; crime; history,US,,tt5868244,6.3,49391
ts223404,Its Okay to Not Be Okay,SHOW,2020,TV-MA,76,drama; comedy; romance,KR,1,tt12451520,8.6,21104
ts93054,Trinkets,SHOW,2019,TV-MA,26,comedy; crime; drama,US,2,tt9134194,7,10263
tm824477,Over the Moon,MOVIE,2020,PG,95,family; fantasy; scifi; romance; animation; comedy,CN; US,,tt7488208,6.3,21562
tm435520,The Two Popes,MOVIE,2019,PG-13,125,drama; comedy; history,US,,tt8404614,7.6,120871
ts82851,Messiah,SHOW,2020,TV-MA,45,drama; thriller,US,1,tt7671598,7.6,42018
ts216522,BEASTARS,SHOW,2019,TV-MA,23,drama; romance; thriller; animation; crime; fantasy,JP,2,tt11043632,7.7,9440
ts221749,Dorohedoro,SHOW,2020,TV-MA,24,scifi; horror; animation; action; comedy; fantasy,JP,1,tt11147852,8.1,7813
ts88469,Undercover,SHOW,2019,TV-MA,49,drama; crime; thriller,BE,3,tt7263154,7.8,16773
tm285317,IO,MOVIE,2019,PG-13,96,scifi; romance; drama,US,,tt3256226,4.7,33724
tm443179,All the Bright Places,MOVIE,2020,,108,drama; romance,US,,tt3907584,6.5,28355
tm332071,Velvet Buzzsaw,MOVIE,2019,R,112,thriller; horror; comedy,US,,tt7043012,5.7,59491
ts90019,Bonding,SHOW,2019,TV-MA,17,comedy; drama,US,2,tt7718088,7.1,15871
ts223981,Cheer,SHOW,2020,TV-MA,56,documentation; sport; reality,US,2,tt11426660,8.1,6145
tm857430,The Occupant,MOVIE,2020,R,103,thriller; european; drama,ES,,tt9345754,6.4,16939
tm824331,Can You Keep a Secret?,MOVIE,2019,,94,comedy; romance,US,,tt8707922,5.3,16049
ts88283,Wu Assassins,SHOW,2019,TV-MA,44,scifi; action; crime; drama; fantasy,US,1,tt8652642,6.4,12799
ts105441,Greatest Events of WWII in Colour,SHOW,2019,,50,documentation; history; war,GB,1,tt9103932,8.7,8508
tm878333,Pok̩mon the Movie: Secrets of the Jungle,MOVIE,2020,,99,action; family; fantasy; animation,JP,,tt11819890,6.4,1817
ts220751,Lego Jurassic World: Legend of Isla Nublar,SHOW,2019,TV-PG,22,scifi; animation; comedy; family,CA,1,tt10872880,6.7,272
tm414341,The Red Sea Diving Resort,MOVIE,2019,R,129,thriller; drama; history,US; CA,,tt6675186,6.6,28051
ts88485,Green Eggs and Ham,SHOW,2019,TV-Y7,28,action; family; fantasy; drama; animation; comedy; romance,US,2,tt4651448,8.1,2556
tm845496,Crip Camp: A Disability Revolution,MOVIE,2020,R,108,documentation; history,US,,tt8923484,7.7,7264
tm446176,American Factory,MOVIE,2019,,110,documentation,US,,tt9351980,7.4,21415
ts90937,Stateless,SHOW,2020,TV-14,53,drama,AU,1,tt4878488,7.5,9218
tm423666,The Wandering Earth,MOVIE,2019,PG-13,126,scifi; drama; action; thriller,CN,,tt7605074,5.9,29840
ts219080,Caliphate,SHOW,2020,TV-MA,48,war; crime; drama; thriller,SE,1,tt11398870,8.2,17735
ts250997,Down to Earth with Zac Efron,SHOW,2020,TV-PG,39,documentation; history; reality,US,1,tt12585152,8,6446
tm458553,Wine Country,MOVIE,2019,R,103,comedy; drama,US,,tt8169446,5.4,20836
tm548602,Between Two Ferns: The Movie,MOVIE,2019,,82,comedy,US,,tt9398640,6.1,31193
tm423140,Avengement,MOVIE,2019,,90,action; crime; thriller,GB,,tt8836988,6.5,15426
ts237560,Jeffrey Epstein: Filthy Rich,SHOW,2020,TV-MA,57,crime; documentation,US,1,tt12312250,7.1,23216
tm361998,The Wolfs Call,MOVIE,2019,,115,thriller; war; drama; action; scifi; european,FR,,tt7458762,6.9,17236
tm418847,The Silence,MOVIE,2019,PG-13,91,horror; thriller; fantasy; drama; scifi; comedy; european,DE,,tt8169224,5.3,43732
ts226468,Summertime,SHOW,2020,TV-MA,43,drama; romance,IT,3,tt11269886,6,2573
ts86908,L.A.s Finest,SHOW,2019,TV-14,47,drama; crime; thriller; action; comedy,US,2,tt7555294,6.1,7000
ts222835,Holiday Secrets,SHOW,2019,,38,drama,DE,1,tt11243536,6.5,1134
ts237111,Almost Happy,SHOW,2020,TV-MA,27,comedy,AR,2,tt12146940,6.8,870
ts110703,Interior Design Masters,SHOW,2019,,57,reality,GB,3,tt8367694,6.4,1356
tm348403,A Shaun the Sheep Movie: Farmageddon,MOVIE,2019,G,87,comedy; animation; family; fantasy; scifi,GB; FR,,tt6193408,6.8,13267
ts255427,Blood of Zeus,SHOW,2020,TV-MA,32,action; scifi,US,1,,,
ts255926,Dash & Lily,SHOW,2020,TV-14,25,comedy; drama; romance,US,1,tt11127506,7.5,16978
ts161737,Dare Me,SHOW,2019,TV-MA,43,thriller; crime; reality,US,1,tt2983222,6.6,5098
tm469193,Atlantics,MOVIE,2019,PG-13,106,fantasy; drama; romance,SN; BE; FR,,tt10199586,6.7,9306
tm450262,Last Breath,MOVIE,2019,,85,documentation; european,BE; SE; GB,,tt9056818,7.7,5447
ts223344,The Gift,SHOW,2019,TV-MA,45,scifi; drama; fantasy,TR,3,tt10075318,7,21582
tm449195,The Boy Who Harnessed the Wind,MOVIE,2019,,113,drama; history,MW; GB; US,,tt7533152,7.6,36805
tm307133,We Have Always Lived in the Castle,MOVIE,2019,,90,thriller; drama,US,,tt5952138,5.6,7063
tm498803,Spenser Confidential,MOVIE,2020,R,111,thriller; comedy; crime; action; drama,US,,tt8629748,6.2,85270
tm411750,Doom: Annihilation,MOVIE,2019,R,97,scifi; horror; thriller; action,US,,tt8328716,3.7,9200
ts93611,October Faction,SHOW,2020,TV-MA,41,drama; fantasy; horror; scifi,US,1,tt8826128,6.1,10854
ts255104,Deaf U,SHOW,2020,TV-MA,20,reality; drama,US,1,tt13070478,6.4,462
ts100116,Blown Away,SHOW,2019,TV-PG,25,reality; documentation; comedy; history,CA,2,tt9908860,7.1,2876
tm458467,Girl on the Third Floor,MOVIE,2019,,93,thriller; drama; horror,US,,tt9026184,4.7,9823
ts100359,Medical Police,SHOW,2020,TV-MA,24,comedy,US,1,tt9850952,5.9,4136
tm446609,The Great Hack,MOVIE,2019,,114,documentation; history,US,,tt9358204,7.1,22838
tm817709,Rocks,MOVIE,2019,,93,drama,GB,,tt9067182,7.4,4552
ts243036,Selena: The Series,SHOW,2020,TV-PG,38,drama; music,US,2,tt9421868,6.9,4435
ts106536,White Lines,SHOW,2020,TV-MA,55,thriller; crime; drama,GB,1,tt9073958,6.6,16506
tm853953,Tremors: Shrieker Island,MOVIE,2020,PG-13,103,horror,US,,,,
tm315255,Ip Man 4: The Finale,MOVIE,2019,PG,107,drama; history; action,CN; HK,,tt2076298,7,30694
tm361746,Ophelia,MOVIE,2019,PG-13,106,drama; history; romance; thriller; war,GB; US,,tt5690870,6.6,10357
tm813695,After We Collided,MOVIE,2020,R,105,romance; drama,US,,tt10362466,5,29571
ts222455,The Devil Next Door,SHOW,2019,TV-MA,46,documentation; crime; history,US; IL,1,tt11165002,7.6,13084
ts225101,Start-Up,SHOW,2020,TV-14,80,drama; comedy; romance,KR,1,tt12867810,8.1,9021
tm498034,The Last Blockbuster,MOVIE,2020,,86,documentation,US,,tt8704802,6.7,5350
tm413660,In the Tall Grass,MOVIE,2019,,102,drama; thriller; horror; scifi,US; CA,,tt4687108,5.4,54391
ts89282,Toy Boy,SHOW,2019,TV-MA,61,crime; action; drama; thriller,ES,2,tt8693266,6.5,7371
tm358770,Paradise Hills,MOVIE,2019,,95,fantasy; thriller; scifi; european,ES; US,,tt6127004,5.3,22298
tm845484,Dick Johnson Is Dead,MOVIE,2020,PG-13,89,documentation; drama,US,,tt11394180,7.4,6390
tm934040,American Murder: The Family Next Door,MOVIE,2020,R,83,crime; documentation,US,,tt12987894,7.2,26355
tm443154,Rust Creek,MOVIE,2019,R,108,thriller; crime; drama; horror,US,,tt6610158,5.9,11136
ts236747,Middleditch & Schwartz,SHOW,2020,TV-MA,51,comedy,US,1,tt12027034,8.6,5147
tm863280,Showtime 1958,MOVIE,2020,,109,drama,MY,,tt11900444,,
ts116814,The Twelve,SHOW,2019,TV-MA,47,thriller; drama,BE,1,tt7605396,7.5,5005
ts251654,Paranormal,SHOW,2020,TV-14,56,scifi,EG,1,,,
tm355783,Eli,MOVIE,2019,R,98,horror; thriller; drama,US,,tt5294518,5.8,34477
tm469991,I Lost My Body,MOVIE,2019,,81,fantasy; drama; animation; romance; european,FR,,tt9806192,7.5,31531
ts268608,The Ripper,SHOW,2020,TV-MA,49,crime; documentation,GB,1,tt13492374,7.1,9228
ts268799,Equinox,SHOW,2020,,46,scifi,DK,1,,,
ts215691,Teenage Bounty Hunters,SHOW,2020,TV-MA,49,action; drama; crime; comedy,US,1,tt10584608,7.6,10821
tm375883,Klaus,MOVIE,2019,PG,97,comedy; family; animation; european,ES,,tt4729430,8.1,141480
ts306090,GREAT PRETENDER,SHOW,2020,TV-MA,24,action; comedy; crime; drama; animation,JP,1,tt11680468,7.9,4635
tm471878,Fatima,MOVIE,2020,PG-13,113,drama; war,PT; US,,tt2197936,6.6,3032
tm459742,Sword of Trust,MOVIE,2019,R,88,comedy; drama,US,,tt8484012,6.3,3558
ts88699,Northern Rescue,SHOW,2019,TV-14,43,drama; family,CA,1,tt8462412,7.1,4105
tm918706,The Sleepover,MOVIE,2020,,103,action; family; comedy,US,,tt10888708,5.6,10198
ts251782,High Score,SHOW,2020,TV-14,42,documentation; history,US,1,tt12759400,7.4,7733
tm464351,The Last Thing He Wanted,MOVIE,2020,R,116,drama; thriller; crime,GB; US,,tt7456312,4.3,14716
ts215012,Kipo and the Age of Wonderbeasts,SHOW,2020,TV-Y7,24,animation; action; comedy; family; fantasy; scifi,US,3,tt10482560,8.3,5293
tm453099,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,MOVIE,2019,,142,music; documentation; history,US,,tt9580038,7.6,6550
tm893799,Lost Bullet,MOVIE,2020,,92,thriller; crime; action,BE; FR,,tt10456740,6.3,9264
tm426638,Vita & Virginia,MOVIE,2019,,110,drama; romance; european,IE; GB,,tt5859882,5.7,3767
tm925584,The Vanished,MOVIE,2020,R,115,thriller; crime; action,US,,tt9794630,5.7,10011
ts225787,Unabomber: In His Own Words,SHOW,2020,TV-MA,43,crime; documentation,US,1,tt11833494,7.2,3338
ts192440,Garth Brooks: The Road Im On,SHOW,2019,TV-PG,86,reality; documentation,US,1,tt10095402,7.4,285
ts88296,Ares,SHOW,2020,TV-MA,29,thriller; drama; horror,NL,1,tt8404520,5.7,4298
tm845549,The Reason I Jump,MOVIE,2020,,82,documentation; drama,US; GB,,tt9098928,7.5,802
tm460829,Children of the Sea,MOVIE,2019,,112,thriller; animation; fantasy; scifi; drama; family,JP,,tt9850064,6.5,2622
ts223126,The Confession Killer,SHOW,2019,TV-14,48,crime; documentation,US,1,tt11307176,7.4,8733
tm845512,Horse Girl,MOVIE,2020,R,104,drama,US,,,,
tm325325,The Game Changers,MOVIE,2019,,88,documentation,US,,tt7455754,7.8,19708
ts88262,Traitors,SHOW,2019,TV-MA,50,war; thriller,GB,1,tt7371896,6.6,3020
ts236501,Valeria,SHOW,2020,TV-MA,41,drama; comedy; romance,ES,2,tt9731288,6.5,5510
ts86726,Tidying Up with Marie Kondo,SHOW,2019,TV-PG,34,reality,US,1,tt8115560,6.6,3529
tm918734,Concrete Cowboy,MOVIE,2020,R,111,western; drama,US; GB,,tt8846176,6.3,8517
tm926004,The Boss Baby: Get That Baby!,MOVIE,2020,,24,animation,US,,,,
ts256309,Aunty Donnas Big Ol House of Fun,SHOW,2020,TV-MA,20,comedy,AU,1,tt13316746,8,6140
ts89251,Tales of the City,SHOW,2019,TV-MA,56,drama,US,1,tt7087260,7.4,7715
tm437221,Charlie Says,MOVIE,2019,R,104,crime; drama; documentation,US,,tt1759744,5.9,4256
tm840438,Mike Birbiglia: The New One,MOVIE,2019,,85,comedy,,,tt11163014,7.7,1815
ts105645,Historical Roasts,SHOW,2019,TV-MA,29,comedy,US,1,tt9169602,5.3,1675
tm817504,1BR,MOVIE,2019,,90,horror; thriller; drama,US,,tt7541106,5.8,11983
tm827216,Bill Burr: Paper Tiger,MOVIE,2019,,67,comedy,GB; US,,tt10847306,8.1,10649
ts225718,La R̩volution,SHOW,2020,TV-MA,46,drama; fantasy; thriller; action,FR,1,tt13044528,6.6,5512
tm369389,The Silence of Others,MOVIE,2019,,95,documentation; history; european,FR; ES; US; CA,,tt8099236,8,2048
tm858954,Nobody Sleeps in the Woods Tonight,MOVIE,2020,,102,thriller; drama; fantasy; horror; romance; european,PL,,tt11240506,4.9,11304
ts252856,Challenger: The Final Flight,SHOW,2020,TV-14,45,documentation; history,US,1,tt12930534,7.8,6778
tm828069,Calm with Horses,MOVIE,2020,,100,drama; crime,IE; GB,,tt4460792,6.8,5396
tm852097,A Whisker Away,MOVIE,2020,,104,fantasy; drama; family; romance; animation,JP,,tt11958344,6.7,9353
tm471967,Lost Girls,MOVIE,2020,R,95,thriller; crime; drama,US,,tt3111426,6.1,21040
tm974366,We Can Be Heroes,MOVIE,2020,PG,97,fantasy; comedy; family; action; drama,US,,tt10600398,4.7,14401
ts215178,Grand Army,SHOW,2020,TV-MA,52,drama,US,1,tt10473150,7.5,6279
tm828317,Tell Me Who I Am,MOVIE,2019,,85,thriller; drama; documentation,GB,,tt10915286,7.6,14215
tm432022,Violet Evergarden: The Movie,MOVIE,2020,PG,140,fantasy; romance; animation; drama,JP,,tt8652818,8.3,5631
ts93066,The I-Land,SHOW,2019,TV-MA,40,drama; scifi; reality,US,1,tt9070436,4.6,16918
ts223759,Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,TV-MA,67,crime; documentation; sport,US,1,tt11475228,7.4,16649
ts104840,Skylines,SHOW,2019,TV-MA,60,drama; music; crime; documentation; reality,DE,1,tt9184970,7.5,2627
tm455568,Paddleton,MOVIE,2019,R,89,drama; comedy,US,,tt8041276,7.1,13419
ts219162,Inside Bills Brain: Decoding Bill Gates,SHOW,2019,TV-14,50,documentation,US,1,tt10837476,7.9,10776
tm952590,What Lies Below,MOVIE,2020,,87,horror; thriller; scifi,US,,tt9264728,4.3,8125
tm931686,Vampires vs. the Bronx,MOVIE,2020,PG-13,86,comedy; horror,US,,tt8976576,5.7,9627
ts254592,Song Exploder,SHOW,2020,TV-MA,27,documentation; music,US,2,tt13110256,7.4,758
ts81646,Chambers,SHOW,2019,TV-MA,44,drama; thriller; fantasy; horror,US,1,tt7949204,6.4,8380
ts219561,The Mind; Explained,SHOW,2019,TV-14,21,documentation,US,2,tt10810430,8,5230
ts272134,Transformers: War for Cybertron: Earthrise,SHOW,2020,TV-Y7,24,action; scifi,US,1,,,
ts91039,The Chef Show,SHOW,2019,TV-MA,26,documentation,US,2,tt10359446,8.2,5025
tm812916,The Stronghold,MOVIE,2020,,105,action; crime; thriller; european,FR,,tt10404944,6.9,9422
ts92547,Rise of Empires: Ottoman,SHOW,2020,,45,documentation; drama; history; war; action,TR,2,tt9244578,7.9,22045
ts113506,The Last Czars,SHOW,2019,TV-MA,45,documentation; drama; history; romance; war,GB,1,tt7949606,7.3,8096
tm898474,The Swarm,MOVIE,2020,,101,horror; drama; fantasy; european,FR,,tt10675724,5.3,6710
tm935895,The Life Ahead,MOVIE,2020,PG-13,94,drama; european,US; IT,,tt10627584,6.8,14021
ts87471,Darwins Game,SHOW,2020,TV-14,23,scifi; action; drama; animation,JP,1,tt11405390,7.3,2284
ts89744,How to Sell Drugs Online (Fast),SHOW,2019,TV-MA,32,drama; comedy; crime; romance,DE,3,tt9184994,7.9,30734
tm447159,The Kindness of Strangers,MOVIE,2019,,112,drama; european,US; FR; SE; GB; DE; DK; CA,,tt6515910,6.4,3515
tm852996,Captain Underpants: Epic Choice-o-rama,MOVIE,2020,,37,fantasy; comedy; family; scifi; animation; action,US,,tt11604750,6.4,80
ts225912,Biohackers,SHOW,2020,TV-MA,42,scifi; thriller; drama,DE,2,tt9849210,6.8,9346
ts215341,The Gentlemens League,SHOW,2019,TV-G,96,reality,KR,2,,,
tm676311,Sightless,MOVIE,2020,,89,drama; thriller; horror,US,,tt10303430,5.5,8113
tm847430,Words Bubble Up Like Soda Pop,MOVIE,2020,,87,drama,JP,,,,
tm893480,Project Power,MOVIE,2020,R,111,action; crime; scifi; thriller,US,,tt7550000,6,83973
ts250912,Fear City: New York vs The Mafia,SHOW,2020,TV-MA,52,crime; documentation,US,1,tt12588372,7.1,7215
ts190462,Gentefied,SHOW,2020,TV-MA,30,comedy; drama,US,2,tt10037034,7.3,2641
ts187541,Hotel Del Luna,SHOW,2019,TV-14,80,action; comedy; drama; fantasy; horror; romance; scifi,KR,1,tt10220588,8.2,7832
ts105542,The Baker and the Beauty,SHOW,2020,TV-14,44,romance; comedy; drama,US,1,tt9164986,7.5,4160
ts89075,Her Private Life,SHOW,2019,TV-14,74,drama; comedy; romance,KR,2,tt9899340,7.7,3665
tm420455,Rim of the World,MOVIE,2019,PG,99,comedy; scifi; action,US,,tt8179388,5.2,23651
ts237109,Control Z,SHOW,2020,TV-MA,36,drama; thriller,MX,2,tt11937662,6.9,8235
ts86978,Power Rangers Beast Morphers,SHOW,2019,TV-Y7,23,animation; scifi; action; comedy; drama; fantasy; thriller,ES,2,tt8022978,6.5,585
tm924991,Death of Me,MOVIE,2020,R,95,horror; thriller,TH; US,,tt1830643,4.4,6041
ts215046,Capitani,SHOW,2019,TV-MA,28,thriller; crime; drama,LU,2,tt10483610,6.6,4355
tm846964,A Fall from Grace,MOVIE,2020,,120,fantasy; thriller; drama,US,,tt11390036,5.8,15029
tm436778,The Best of Enemies,MOVIE,2019,PG-13,133,drama; history,US,,tt4807408,7.3,16441
ts189422,Home for Christmas,SHOW,2019,TV-MA,29,comedy; drama; romance,NO,2,tt10069398,7.7,13670
ts88151,Quicksand,SHOW,2019,TV-MA,46,drama; crime; thriller,SE,1,tt8686106,7.5,21077
ts223589,Sex; Explained,SHOW,2020,TV-MA,22,documentation,US,1,tt11390530,6.9,3177
tm847998,Hubie Halloween,MOVIE,2020,PG-13,103,thriller; horror; fantasy; comedy,US,,tt10682266,5.2,47588
ts275111,Rainbow High,SHOW,2020,TV-Y,6,comedy; family; animation,US,3,tt13488080,6.4,116
tm814671,Secret Obsession,MOVIE,2019,,97,thriller; drama,US,,tt9419834,4.4,21011
ts237513,Ju-On: Origins,SHOW,2020,TV-MA,29,thriller; drama; horror,JP,1,tt12313914,6.1,4467
tm844250,Ala Vaikunthapurramuloo,MOVIE,2020,PG-13,165,drama; action; comedy,IN,,tt9537292,7.5,14839
tm819950,Anima,MOVIE,2019,,15,music,CZ; FR; GB,,tt10516984,,
tm885775,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,2020,PG-13,80,comedy; romance; scifi,US,,tt10324166,7,5211
tm936236,Cadaver,MOVIE,2020,,86,thriller; horror; drama,NO; FI,,tt11284280,5.1,9608
tm890660,The Paramedic,MOVIE,2020,,94,thriller; action; crime; drama,ES,,tt11127690,5.7,12092
ts88721,Special,SHOW,2019,TV-MA,26,comedy; drama,US,2,tt9381622,7.6,9202
ts103209,Exhibit A,SHOW,2019,TV-14,36,crime; family; documentation,US,1,tt10376904,6.3,1030
ts223240,Itaewon Class,SHOW,2020,TV-MA,69,drama; romance,KR,1,tt11239552,8.2,12030
tm465724,See You Yesterday,MOVIE,2019,,87,drama; action; crime; scifi; thriller,US,,tt8743064,5.2,10663
ts87008,Turn Up Charlie,SHOW,2019,TV-MA,26,drama; comedy; music,GB,1,tt8304498,7.1,7251
ts89119,The Disappearance of Madeleine McCann,SHOW,2019,TV-14,59,crime; documentation,GB,1,tt9879074,6.6,10286
ts242820,Floor is Lava,SHOW,2020,TV-Y7,30,reality,US,2,tt12370124,5.3,2135
tm370530,Ride Like a Girl,MOVIE,2019,PG,98,drama; sport,AU,,tt7600382,7,3865
tm845415,Miss Americana,MOVIE,2020,R,85,documentation; music,US,,tt11388580,7.4,19151
tm827142,Dave Chappelle: Sticks & Stones,MOVIE,2019,R,65,comedy,US,,tt10810424,8.4,25687
ts227385,Transformers: War for Cybertron: Siege,SHOW,2020,TV-14,13,scifi,US,3,,,
tm922788,The Babysitter: Killer Queen,MOVIE,2020,R,142,horror; comedy,US,,tt11024272,5.8,37462
tm459512,To All the Boys: P.S. I Still Love You,MOVIE,2020,PG-13,102,romance; comedy; drama,US,,tt9354842,6,37072
tm822246,The Forty-Year-Old Version,MOVIE,2020,R,123,comedy; drama,US,,tt10642834,7.2,4940
ts251028,Detention,SHOW,2020,TV-MA,49,drama; horror; thriller,TW,1,tt13175760,6.3,496
tm315348,Triple Threat,MOVIE,2019,R,96,thriller; action,US; CN; TH,,tt6644602,5.6,11115
tm849005,The Willoughbys,MOVIE,2020,PG,92,comedy; animation; drama; family; fantasy,CA,,tt5206260,6.3,17878
ts106015,Kengan Ashura,SHOW,2019,TV-MA,24,animation; action; sport,JP,2,tt9058134,8,4719
tm839411,Me Against You: Mr. Ss Vendetta,MOVIE,2020,,64,comedy; family; european,IT,,tt11559652,1.7,362
ts89832,Abyss,SHOW,2019,TV-14,61,scifi; crime; fantasy; romance; comedy,KR,1,tt10055734,7.1,2131
tm446625,Miles Davis: Birth of the Cool,MOVIE,2019,,115,documentation; music,US,,tt9358200,7.4,1771
tm827501,Tall Girl,MOVIE,2019,PG,101,comedy; drama; family; romance,US,,tt9252508,5.2,23071
ts225544,The Trials of Gabriel Fernandez,SHOW,2020,TV-MA,55,crime; documentation,US,1,tt11822998,8.1,10982
tm935878,Monsoon,MOVIE,2020,,85,drama,GB,,,,
ts237751,Gameboys,SHOW,2020,TV-14,22,drama; comedy; romance,PH,2,tt12508898,8.5,1066
tm428558,High Flying Bird,MOVIE,2019,,90,drama; sport,US,,tt8128188,6.2,8514
ts277126,Black Space,SHOW,2020,TV-MA,46,crime; drama; thriller,IL,2,tt13660638,6.7,1758
ts84586,Spinning Out,SHOW,2020,TV-MA,50,drama; sport,US,1,tt9117054,7.6,13692
tm822907,Patsy & Loretta,MOVIE,2019,,88,drama; music,US,,tt10016704,6.8,1000
ts267956,Ethos,SHOW,2020,,48,drama,TR,1,,,
ts87986,Dolly Partons Heartstrings,SHOW,2019,TV-14,67,drama; comedy; music,US,1,tt8509922,7.6,2107
ts106126,The Bonfire of Destiny,SHOW,2019,TV-MA,50,drama; history,FR,1,tt9050352,7.6,4442
tm850723,Altered Carbon: Resleeved,MOVIE,2020,,75,animation; drama; scifi; thriller; action; crime,JP,,tt9310328,6.5,6030
tm854669,Taylor Tomlinson: Quarter-Life Crisis,MOVIE,2020,,61,comedy,US,,tt11738792,7.4,3595
tm914535,2 Hearts,MOVIE,2020,PG-13,100,romance; drama,US,,tt5616176,6.2,3365
tm845535,Coded Bias,MOVIE,2020,,86,documentation,GB; US; CN,,tt11394170,6.7,2217
ts251094,Indian Matchmaking,SHOW,2020,TV-14,35,reality; documentation; romance,IN; US,1,tt12580168,6.2,3049
tm948128,Audrey,MOVIE,2020,PG,100,documentation; history,CH; US,,tt10731386,7.1,1867
ts89747,High Seas,SHOW,2019,TV-MA,45,drama; crime; comedy,ES,4,tt8961508,6.8,7154
tm853396,Dragonheart: Vengeance,MOVIE,2020,PG-13,97,fantasy; european,US,,,,
tm316311,Wasp Network,MOVIE,2019,R,128,drama; thriller; crime,BR; FR; ES; BE,,tt6834140,5.9,10136
ts221293,The King: Eternal Monarch,SHOW,2020,,71,scifi,KR,1,,,
tm496648,School Life,MOVIE,2019,,111,comedy; drama; european,FR,,tt8783532,6.5,2563
ts288350,Julie and the Phantoms,SHOW,2020,TV-G,2,scifi; music; comedy; drama; family; fantasy; documentation,US,1,tt10183988,8.4,9461
tm902330,Ghosts of War,MOVIE,2020,R,94,horror; thriller; fantasy; war,GB,,tt6508228,5.5,9701
tm451548,The Fable,MOVIE,2019,,123,crime; comedy; action,JP,,tt8676426,6.5,1689
ts188991,Someone Has to Die,SHOW,2020,TV-MA,50,crime; drama; thriller,MX; ES,1,tt10311932,6.3,4718
tm810547,Night in Paradise,MOVIE,2020,,131,thriller; action; crime; drama,KR,,tt12792418,6.7,6484
tm464557,The Perfect Date,MOVIE,2019,PG-13,93,romance; comedy,US,,tt8201170,5.8,37913
tm469008,How High 2,MOVIE,2019,,89,comedy,US,,tt8861802,3,1097
tm897732,Bigfoot Family,MOVIE,2020,G,97,animation; action; family,BE; FR,,tt9204164,5.8,2609
ts268560,The Uncanny Counter,SHOW,2020,TV-14,64,drama; action; fantasy; horror,KR,1,tt13273826,8,5552
tm928541,Barbie: Princess Adventure,MOVIE,2020,G,72,music; animation; family,US,,tt12767498,5.4,442
ts225460,Freud,SHOW,2020,TV-MA,54,drama,DE; AT,1,,,
tm444247,This Changes Everything,MOVIE,2019,PG,97,documentation,US,,tt5795282,7.6,1507
ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,TV-MA,47,drama; history,US,1,tt8771910,7.3,11586
ts83107,V Wars,SHOW,2019,TV-MA,42,scifi; drama; horror,US,1,tt7403736,6.1,13531
tm467579,The Last Summer,MOVIE,2019,,109,comedy; romance,US,,,,
ts216493,The Naked Director,SHOW,2019,TV-MA,51,drama; comedy,JP,2,tt10477528,7.7,6052
tm500565,Friendsgiving,MOVIE,2020,R,95,comedy; drama,US,,tt8431078,4.4,2782
tm452826,Poms,MOVIE,2019,PG-13,91,comedy; drama; sport,US; GB,,tt5125894,6,6085
tm475836,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,MOVIE,2019,,30,comedy,US,,tt10376068,,
ts251067,The Baby-Sitters Club,SHOW,2020,TV-G,27,family; comedy; drama,US,2,tt8690518,7.3,3786
tm977464,Youth v Gov,MOVIE,2020,,110,documentation,,,tt13192640,6.9,18
ts108392,The Letter for the King,SHOW,2020,TV-PG,47,fantasy; action; family; scifi,GB,1,tt8741648,5.9,7376
tm451512,Close,MOVIE,2019,R,95,thriller; action; drama,GB; US,,tt6896584,5.7,24063
tm927286,Making The Witcher,MOVIE,2020,PG-13,32,documentation,GB,,tt12987838,6.8,442
ts222606,Black Dog,SHOW,2019,TV-14,80,drama,KR,1,tt11377920,7.7,129
tm938793,I Am Woman,MOVIE,2020,,116,drama; romance; history; music,AU,,tt9185316,6.6,2205
ts219895,Tiny Pretty Things,SHOW,2020,TV-MA,56,thriller; drama,US,1,tt10767748,5.9,9115
ts101874,Frontera Verde,SHOW,2019,,40,thriller; crime; drama; scifi,CO,1,tt9641192,7.3,2481
ts86744,Romance Is a Bonus Book,SHOW,2019,,64,comedy; drama; romance,KR,1,tt9130542,8,5034
ts84129,No Good Nick,SHOW,2019,TV-PG,30,comedy; drama; family,US,2,tt9039142,6,2843
tm941382,Stand by Me Doraemon 2,MOVIE,2020,PG,96,animation; comedy; drama; family; fantasy; scifi,JP,,tt13428402,7.7,3594
ts270465,SanPa: Sins of the Savior,SHOW,2020,,57,documentation; history; crime,IT,1,tt13731400,7.8,1488
ts89326,Persona,SHOW,2019,TV-MA,22,drama,KR,2,tt10027990,6.6,1164
tm933375,Cuties,MOVIE,2020,NC-17,96,drama; european,FR,,tt9196192,3.3,30030
ts218888,BNA,SHOW,2020,TV-14,23,scifi; animation; action; fantasy,JP,1,tt12013558,7.2,2478
ts76382,Carmen Sandiego,SHOW,2019,TV-Y7,23,action; crime; animation; thriller; family,US,4,tt7042146,7.9,5557
tm833638,The Forest of Love,MOVIE,2019,,151,drama; thriller; crime; horror,JP,,tt10589914,6.3,2460
